,Unnamed: 0,ytid,start_s,end_s,aspect_list,caption,Discogs400 genre,MTG Jamendo genre,danceability,happy,sad,relaxed,mood and theme,instruments,voice gender
586,596,4i9DgH80kDg,30,40,"['instrumental', 'medium tempo', 'banjo', 'popping', 'cheerful', 'stringed instrument', 'lively', 'spirited', 'vibrations', 'stringed instrument', 'country music', 'plucking', 'folk music', 'bluegrass', 'african instrument', 'melodious', 'rhythmic']","This music is instrumental. The tempo is medium with an animated Banjo lead harmony. There is minimal instrumentation with cheerful ,popping vibrations of this beautiful instrument. It is lively ,spirited, cheerful and adds a beautiful layer to Country and Folk Songs.","Folk, World, & Country---Folk",folk,not_danceable,non_happy,sad,relaxed,"['meditative', 'love', 'happy', 'relaxing', 'inspiring']","['piano', 'acousticguitar', 'guitar']",male
587,597,4jzr88nEdCM,30,40,"['male voclaist', 'fast tempo', 'groovy bass', 'indie pop', 'enthusiastic keyboard harmony', 'tambourine beats', 'synthesiser arrangement', 'infectious drumming', 'groovy basslines', 'alternative/indie', 'new music', 'compelling', 'enthusiastic', 'energetic', 'catchy beat']","A male vocalist sings this upbeat pop. The tempo is fast with synthesiser arrangements, hard hitting drums, groovy bass, tambourine beats ,keyboard harmony and choral harmony. The song is an upbeat, catchy , compelling, persuasive, enthusiastic and youthful Indie Pop.",Electronic---House,pop,danceable,happy,non_sad,non_relaxed,"['happy', 'summer', 'energetic', 'love', 'funny']","['drums', 'bass', 'guitar']",male
588,598,4kKVGPDCIK8,30,40,"['meditationmusic', 'male voice chanting', 'mid-range', 'synth pads', 'drones', 'plucks', 'slow tempo']",This song contains a male voice chanting a melody in the midrange while a synth is playing a drone full of overtones. Other synth pads are overlaying in a higher register while again other synth pluck sounds are playing a melody in a high key. This song may be playing in a meditation session.,Electronic---Ambient,electronic,danceable,non_happy,non_sad,relaxed,"['space', 'dark', 'soundscape', 'meditative', 'epic']","['synthesizer', 'piano', 'drums']",female
589,599,4kZ0EZg5JRU,10,20,"['low quality', 'ballad', 'flat male vocal', 'mellow harmonizing reverberant female vocals', 'groovy bass', 'acoustic rhythm guitar', 'electric guitar melody', 'shimmering hi hats', 'soft rimshots', 'soft kick hits', 'mellow keys melody', 'mellow', 'emotional', 'passionate', 'heartfelt']","The low quality recording features a ballad that contains a flat male vocal, alongside mellow harmonizing, reverberant female vocals, singing over acoustic rhythm guitar located in the left channel, electric guitar melody in the right channel of the stereo image, groovy bass, shimmering hi hats, soft rimshots, soft kick hits and mellow keys melody. It sounds mellow, emotional, passionate and heartfelt.",Pop---Vocal,pop,not_danceable,happy,sad,relaxed,"['love', 'melodic', 'happy', 'christmas', 'ballad']","['piano', 'electricguitar', 'guitar']",female
590,600,4kyWH8eWP8M,30,40,"['church bells', 'slow']",church bells ringing together slowly.,"Folk, World, & Country---Indian Classical",alternative,not_danceable,non_happy,sad,relaxed,"['meditative', 'relaxing', 'melodic', 'film', 'dark']","['electricguitar', 'drums', 'bass']",male
591,601,4l441DdEJfU,50,60,"['low quality', 'crowd background talking noise', 'fruity male vocals talking', 'trap', 'addictive synth brass lead melody', 'passionate male vocal', 'exciting', 'passionate']","The low quality recording features fruity male vocals, alongside background crowd noise, talking, after which a trap song, that consists of passionate male vocal and addictive synth brass lead melody, starts playing. It sounds exciting and passionate.",Hip Hop---Trap,hiphop,danceable,non_happy,non_sad,non_relaxed,"['energetic', 'love', 'dark', 'melodic', 'happy']","['synthesizer', 'bass', 'drums']",male
592,602,4lcZkOMhKv8,330,340,"['house music', 'male voices', 'effects on voices', 'synth sounds', 'programmed percussion', 'booming kick', 'moderate tempo', 'upbeat music']","This house music clip features a male voice in the beginning followed by a male voice that has been heavily processed. This is accompanied by programmed percussion with a booming kick  played on every count. After two bars, the snare is also played with the kick. Staccato synth notes are played on the 'one and' and the third count of each bar. The mood of this song is upbeat. This song can be played in a trance club.",Electronic---Jumpstyle,electronic,danceable,non_happy,non_sad,non_relaxed,"['melodic', 'energetic', 'dark', 'retro', 'space']","['bass', 'synthesizer', 'keyboard']",female
593,603,4ls_8xIjBzM,150,160,"['instrumental', 'medium tempo', 'male voice speaking', 'demonstration', 'electric guitar', 'stringed instrument', 'amplified instrument', 'loud', 'clear', 'rich', 'deep', 'rock', 'hard rock', 'metal', 'heavy metal', 'pop', 'powerful', 'emphatic', 'intense', 'electric guitar lesson', 'electric guitar tutorial', 'learning electric guitar', 'electric guitar techniques', 'vibrations']","This music is instrumental. The tempo is medium with an electric guitar riff and the voice of a man giving instructions on electric guitar techniques. The music is loud, clear, amplified, vivid, emphatic and powerful. This is a tutorial/ lesson on electric guitar techniques.",Rock---Punk,rock,not_danceable,non_happy,non_sad,non_relaxed,"['melodic', 'energetic', 'dark', 'heavy', 'epic']","['electricguitar', 'drums', 'bass']",male
594,604,4mC6K77Y_Ho,50,60,"['shofar music', 'religious music', 'instrumental', 'no voices', 'no other instruments', 'sound of battlecry']",This song features the sound of a shofar being played. The shofar plays a high pitch note and plays some broken notes in between. This song is an instrumental and has no voices. This instrument is played ar Jewish religious functions.,Electronic---Power Electronics,electronic,danceable,non_happy,non_sad,relaxed,"['melodic', 'happy', 'soundscape', 'energetic', 'dark']","['synthesizer', 'bass', 'drums']",male
595,605,4mtfOkzOvBI,10,20,"['low quality', 'folk', 'noisy', 'mono', 'flute melody', 'strings melody', 'energetic drums', 'crackling', 'live performance', 'energetic', 'addictive']","The low quality recording features a live performance of folk songs played by flute, strings and energetic drums. The recording is noisy and in mono, as the audio is crackling and it sounds energetic and kind of addictive thanks to that flute and strings melody.",Rock---Surf,electronic,not_danceable,happy,non_sad,relaxed,"['melodic', 'film', 'relaxing', 'meditative', 'energetic']","['drums', 'bass', 'electricguitar']",male
596,606,4o0bARRMYQ8,160,170,"['gospel', 'harmonized mixed choir vocals', 'mellow piano melody', 'smooth bass', 'soft crash cymbals', 'soft kick', 'soft snare', 'sustained strings melody', 'emotional', 'powerful', 'soulful', 'passionate']","The Gospel song features a harmonized mixed choir vocals singing over mellow piano melody, smooth bass, soft kick, snare and cymbals hits and sustained strings melody. It sounds passionate, emotional, powerful and soulful.",Funk / Soul---Gospel,pop,not_danceable,non_happy,sad,relaxed,"['christmas', 'love', 'melodic', 'ballad', 'meditative']","['piano', 'synthesizer', 'voice']",female
597,607,4q-eGdrqiIw,30,40,"['low quality', 'flat male vocals', 'rock', 'passionate female vocal', 'mono', 'noisy', 'muffled', 'documentary']","The low quality recording features flat male vocals talking over rock songs playing in the background. It sounds like a documentary about music. The recording is muffled, noisy and in mono, as it was probably recorded with a phone.",Rock---Punk,alternative,danceable,happy,non_sad,non_relaxed,"['energetic', 'melodic', 'happy', 'love', 'fun']","['electricguitar', 'voice', 'drums']",male
598,608,4q6e_ZDFOZI,30,40,"['female child vocal', 'jingle', 'strings', 'cello', 'wind chimes', 'male voice', 'spoken word', 'emotional', 'christmas']","This is a Christmas themed jingle piece. There is a little girl singing sentimentally at a medium-to-high pitch. In the melodic background, treble strings play the tune while the cello holds the bass notes with rhythm. There is also a passing section of wind chimes. A male voice makes a brief comment over the girl's singing. This could be used in Christmas themed social media content.",Stage & Screen---Soundtrack,classical,not_danceable,non_happy,sad,relaxed,"['film', 'christmas', 'melodic', 'love', 'meditative']","['piano', 'violin', 'drums']",female
599,609,4refolVb_uQ,30,40,"['low quality', 'noisy', 'rock', 'reverberant male vocal', 'groovy bass', 'shimmering hi hats', 'soft crash cymbal', 'punchy snare', 'soft kick hits', 'short electric guitar chords', 'easygoing', 'groovy']","The low quality recording features a rock song that consists of reverberant male vocal singing over groovy bass, short electric guitar chords, punchy snare, soft kick hits, shimmering hi hats and soft crash cymbals. The reverb of the vocal is located in the right channel of the stereo image, which makes it sound interesting. It is easygoing and groovy.",Rock---Psychedelic Rock,rock,danceable,happy,non_sad,non_relaxed,"['energetic', 'melodic', 'love', 'happy', 'positive']","['electricguitar', 'drums', 'bass']",male
600,610,4sD0Bvt3FKk,280,290,"['country/blues/rock', 'female voices singing', 'e-guitar', 'acoustic drums', 'piano', 'b ackground noises', 'e-bass', 'medium tempo']",A blues rock song is being played. Containing drums that are playing a simple groove along with a blues bassline that is supported by an e-guitar playing the same melody. So does a piano just in a higher pitch adding harmony. The female voices are singing together. Then an e-guitar starts playing a little solo-melody. There are some airy background noises that seem not to belong to the recording. This song may be playing at a local car workshop.,Rock---Pop Rock,pop,not_danceable,happy,non_sad,non_relaxed,"['love', 'energetic', 'melodic', 'happy', 'ballad']","['electricguitar', 'bass', 'guitar']",male
601,611,4tF0Lt9VEp8,30,40,"['beatbox', 'overdubbing', 'no instruments', 'moderate tempo']","This song features a male voice beatboxing. At the beginning of the song, he beatboxes a simple beat. Post that, the beatboxing is done in layers where the beat is one layer, the cymbals is another layer, a bass slide is another layer and a deep voice is the fourth layer. This is all done using the human voice and no instruments. This song is at a moderate tempo. This song can be played in a club.",Electronic---Techno,electronic,danceable,non_happy,non_sad,non_relaxed,"['energetic', 'deep', 'summer', 'space', 'dark']","['bass', 'synthesizer', 'drums']",female
602,612,4tH9knHaTd0,20,30,"['low quality', 'noisy', 'sustained french horn tones', 'low female vocal', 'flat male vocal', 'laughing', 'shoe squeaking sound', 'woodwind melody', 'rehearse']","The low quality recording features sustained french horn tones played, while there is a low female vocal and flat male vocal talking, followed by some laughs, shoe squeaking and woodwind melody played in the background. The recording is a bit noisy and it sounds like the musicians are rehearsing.",Electronic---Experimental,classical,not_danceable,non_happy,sad,relaxed,"['meditative', 'relaxing', 'film', 'love', 'christmas']","['piano', 'drums', 'voice']",female
603,613,4ueN2gGsH5Y,0,10,"['acoustic guitar music', 'raking guitar strings', 'slow tempo', 'string bending', 'blues feel', 'no percussion', 'no other instruments', 'no voice', 'instrumental']",This instrumental song features an acoustic guitar being played. The strings are raked followed by a bend to a higher note. This is followed by a descending run using three notes. This song has a blues feel. There are no other instruments in this song. There are no voices in this song. This song can be played in a Wild West movie.,Blues---Delta Blues,classical,not_danceable,non_happy,sad,relaxed,"['relaxing', 'film', 'meditative', 'happy', 'emotional']","['piano', 'guitar', 'acousticguitar']",female
604,614,4ufDENm_ECk,30,40,"['amateur recording', 'low quality audio', ""children's song"", 'percussion', 'giggling sounds']",This amateur recording features low quality audio. The audio is of music played from a toy. It is a children's song. A child is singing the main melody. This is accompanied by percussion playing a simple beat. There are other instruments playing fills in between lines. The voice of the instruments is not distinguishable. There is a giggling sound of a girl that is heard in this clip.,Non-Music---Field Recording,electronic,not_danceable,non_happy,non_sad,relaxed,"['melodic', 'energetic', 'happy', 'dark', 'film']","['synthesizer', 'drums', 'bass']",male
