ytid,start_s,end_s,aspect_list,caption
DvN5813H7Bo,190,200,"['reggae', 'male vocal', 'laid-back singing', 'keyboard', 'electric guitar', 'bass guitar', 'acoustic drums', 'chill', 'trippy', 'groovy']",This is a reggae music piece. There is a male vocalist singing in a laid-back manner. The keyboard is playing the main tune. The electric guitar is being strummed in a staccato off-beat pattern. There is a groovy bass line being played by the bass guitar. The rhythmic background consists of a reggae acoustic drum beat. The atmosphere is chill and trippy. This piece could be used in the soundtrack of a romance movie with a tropical setting.
DvOA0K-DIFM,30,40,"['jam', 'instrumental', 'electric guitar', 'solo', 'flanger pedal', 'trippy']","This is an amateur jam video of an electric guitar solo. The player uses the flanger pedal to achieve the effect of two tape recordings playing at the same time, one slower than the other. This piece could be used as a sample for a beat with a trippy feel."
Dx58W7opw5A,0,10,"['didgeridoo song', 'shaker', 'moderate tempo', 'acoustic guitar', 'dance style music', 'no voices', 'instrumental']",This song features a song being played on a didgeridoo. This features a droning sound. A shaker is played through the song and is doubled in tempo at the end of the song. An acoustic guitar strums chords. This song can be played at a club.
DyPmDDN8m78,30,40,"['instrumental music', 'piano accompaniment', 'philharmonic orchestra', 'mind-bending', 'heart felt', 'emotional', 'connected for ever', 'cosmic bonds', 'new age music', 'ethereal harmony', 'string section harmony', 'special sound effects', 'age of discovery', 'new wonders', 'space travel', 'instrumental music', 'medium tempo', 'supernatural', 'cosmic journey']","The song is an instrumental. The song is medium tempo with keyboard harmony, string section harmony, piano playing melody and a poignant new age influence to the music. The song is emotional and ethereal in nature."
DysXetu2I0E,30,40,"['funk/soul', 'e-guitars', 'e-bass', 'acoustic drums', 'male singer', 'keyboard-strings', 'medium tempo']",An acoustic drum is playing a hiphop/funk groove along with a bassline. One e-guitar is strumming a funk chord while the other guitar is playing a melody sequence and then the other guitar responds with a chord. The male voice sings in the mid to high range and at the end of the song a keyboard is playing a chord with a string sound. This song may be playing at home cleaning the house.
E16FgDFQI_w,30,40,"['female singer', 'fast tempo', 'lively accordion', 'synthesiser arpeggio', 'bouncy', 'infectious', 'dance hits', 'club music', 'dance hits', 'pop hits', 'catchy riff', 'simple melody', 'energetic', 'spirited', 'groovy bass line', 'punchy drumming', 'keyboard harmony', 'groovy melody', 'buoyant', 'youthful', 'teen pop', 'contemporary pop', 'peppy', 'youthful']","A female vocalist sings this groovy pop song. The tempo is fast with accordion harmony, funky bass lines, punchy drumming and keyboard accompaniment. The song is youthful, infectious, catchy, bouncy, nifty and groovy with a dance rhythm. This song is Modern pop."
E29kpquu8W4,30,40,"['drum & bass', 'mellow electric guitar melody', 'synth pad chord', 'long crash cymbal', 'buzzy synth lead melody', 'distant drums', 'relaxing', 'calming', 'fade out drums', 'reverberant', 'spacey']","The Drum & Bass song features a mellow electric guitar melody, synth pad chord, long crash cymbal, buzzy synth lead melody and distant, fading out drums playing in the background. It is very reverberant, thus the song has a spacey vibe. It sounds relaxing and calming."
E2gstPe3Im4,20,30,"['instrumental', 'slow tempo', 'keyboard harmony', 'anticipatory', 'synth pop', 'terrifying', 'chilling', 'serious', 'electronic music', 'electronica', 'synthesised sounds', 'grim', 'edgy', 'spooky', 'eerie', 'serious', 'synthesiser articulation', 'vocalisation', 'humming', 'thudding sound', 'suspenseful', 'intense', 'cello']","This music is instrumental. The tempo is slow with a steady, droning keyboard harmony and synthesiser arrangements to create sounds like howling wind, door thudding and a rhythmic male vocal riff. The music is serious, suspenseful, grim, spooky, sinister, chilling ,anticipatory and terrifying. This music is Synth Pop."
E2v025Ilsqo,60,70,"['folk song', 'indian song', 'tabla', 'flute', 'male voice', 'tambourine', 'synth sounds', 'moderate tempo']",This Indian folk song features a male voice singing the main melody. This is accompanied by tablas playing the percussion. A flute and another wind instrument voice are played on a synthesizer. The synth repeats the melody which is sung by the voice. A tambourine plays on every count of each bar. This folk song can be played in a village scene in an Indian movie.
E3F9bzeCgTQ,30,40,"['poor audio quality', 'instrumental music', 'virtuous guitarist', 'classic guitar hits', 'adrenaline rush', 'people cheering', 'groovy', 'hooting', 'guitar player', 'soloist', 'fast strumming rhythm', 'energetic', 'passionate', 'dance rhythm', 'groovy music', 'jazz blues', 'gypsy guitar music', 'blues music', 'fast tempo']",The song is an instrumental. The song is fast tempo with  soloists playing an enthusiastic guitar strumming and harmony. The song is energetic and entertaining. The audio is poor and the song is played in front of a live audience that is cheering and hooting in approval.
E3iPiZlT6f8,30,40,"['steelpan', 'afrobeat', 'upbeat', 'chill', 'smooth', 'bright', 'positive', 'no vocals', 'fast tempo', 'danceable', 'percussion synth']",The song features a steelpan that creates the main melody. The sounds are bright and have a positive atmosphere. The track fits the afrobeat genre. In the background there are drums that play a mix between hip-hop and afrobeat patterns. A percussion synth creates a counter melody that contrasts the whole instrumental. This is a song you would play at a beach party in the caribbean at night.
E4To9BC2jx8,170,180,"['irish influence', 'irish fiddle sound', 'folk rock', 'irish folk rock', 'violin motif', 'burly male rock vocal', 'simple folk drum  beat']",This is a folk rock song with a strong Irish influence. We hear a typical Irish fiddle tune played on the violin - as the leading melodic motif for the instruments. The singer has a burly rock and roll voice and the song just has a general feel-good aura to it.
E4a3s8NRqUM,70,80,"['instrumental', 'fast tempo', 'electronic music', 'syncopated harmony', 'repetitive', 'insistent', 'emphatic', 'youthful', 'energetic', 'enthusiastic', 'vibrant', 'phonograph record', 'high torque', 'phono output', 'loud', 'turn table', 'dj', 'dj mixer', 'club music', 'trance', 'psychedelic music', 'trippy', 'youthful', 'vinyl records', 'digital music', 'dance clubs']","This music is instrumental. The tempo is fast with a rapid electronic harmony and vigorous digital drum rhythm in the background with turntable arrangement. The harmony is syncopated, repetitive, insistent, psychedelic, trance, trippy and groovy. It is energetic, youthful, contemporary, groovy, vigorous and animated."
E6B81rrUlnE,440,450,"['low quality', 'swinging sound', 'resonating sound', 'noisy', 'mono']",The low quality recording features a swinging and resonating sound. The recording is noisy and in mono.
E6JR3htwgyE,0,10,"['bell playing', 'echoes', 'ambient room noise', 'healing', 'bad quality', 'healing music', 'singing bowl', 'monks', 'buddhist prayers', 'meditational', 'gong', 'tibetan music', 'devotional', 'spiritual', 'percussive play', 'relaxing', 'creating overtones', 'instrumental music', 'medium tempo']",The song is instrumental. The song is medium with a bell ringing with echoes in the room. There is no other instrumentation. The song is healing and relaxing in nature. The audio quality is bad with ambient room noise.
E7D42u8a5gc,30,40,"['rock&roll', 'acoustic drums', 'e-guitar', 'e-bass', 'male singer screaming', 'uptempo', 'energetic']",An acoustic drum is playing with crash hits along with a distorted e-guitar and an e-bass playing along before breaking into the next part. The male voice is screaming in a high pitch. This song may be playing live at a Rock&Roll festival.
E7q_QwLYI8U,210,220,"['low quality', 'country', 'acoustic guitar chords', 'noisy', 'practice', 'percussive instrumental', 'sliding']","The low quality recording features a country song played on acoustic guitar. The chords are sliding and the recording is noisy and it sounds like a player is practicing. At the very end of the loop, there is a short snippet of percussive instrumental."
EBpa2CADNJA,140,150,"['live recording', 'tutorial', 'blues guitar', 'guitar slide', 'blues', 'mellow blues']",This is a live recording of a blues piece being played by a guitarist. The audio recording is vintage and the quality could be improved. The guitarist plays an intricate finger picked piece with slides embedded between the plucked notes.
EC4GbkL3XvI,80,90,"['electric guitar motif', 'electric guitar playing', 'reverb effect', 'sustained note', 'intricate electric guitar lick']","This is an intricately played piece on the electric guitar, there is a high level of reverb applied to the guitar. There's also one singular sustained note underneath the complex guitar lick being played."
ECP7EJka6N8,590,600,"['live performance', 'classical music', 'live recording', 'viola da gamba', 'harpsichord', 'soothing', 'whimsical', 'magical', 'light', 'fresh']","This is a classical music piece played on the viola da gamba and the harpsichord. The performance is live, and the song has a refreshing, light and fun ""Spring"" feel to it."
